Seed that used in this expierment is: -2049324071
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 712362501
Seed that used for death in this expierment is: -2139333795
Seed that used for infection in this expierment is: 2003077277
Seed that used for death in this expierment is: 2071988245
Seed that used for infection in this expierment is: 2003077277
Seed that used for death in this expierment is: 2071988245
Seed that used for infection in this expierment is: 2003077277
Seed that used for death in this expierment is: 2071988245
Seed that used for infection in this expierment is: 2003077277
Seed that used for death in this expierment is: 2071988245
Seed that used for infection in this expierment is: 2003077277
Seed that used for death in this expierment is: 2071988245
Seed that used for infection in this expierment is: 2003077277
Seed that used for death in this expierment is: 2071988245
Seed that used for infection in this expierment is: 2003077277
Seed that used for death in this expierment is: 2071988245
Seed that used for infection in this expierment is: 2003077277
Seed that used for death in this expierment is: 2071988245
